Appelation,Parker,Robinson,Suckling,Prix
Saint-Emilion,90.0,90.0,None,115.0
Saint-Emilion,93.0,93.0,93.0,26.0
Pomerol,94.0,94.0,94.0,295.0
Saint-Emilion,96.0,96.0,96.0,1825.0
Saint-Emilion,92.0,92.0,92.0,47.0
Saint-Emilion,93.0,93.0,93.0,243.33
Haut-Médoc,91.0,None,91.0,19.5
Saint-Emilion,98.0,98.0,98.0,925.0
Margaux,87.0,87.0,87.0,69.0
Montagne-Saint-Emilion,90.0,90.0,90.0,26.0
Margaux,87.0,87.0,87.0,49.0
Lalande de Pomerol,90.0,90.0,90.0,150.0
Puisseguin-Saint-Emilion,90.0,None,90.0,30.0
Margaux,87.0,87.0,87.0,86.0
Sauternes,None,None,89.5,25.5
Pauillac,100.0,100.0,100.0,950.0
Margaux,87.0,None,87.0,113.4
Bordeaux Blancs Secs,None,None,None,9.92
Sauternes,87.0,None,None,42.0
Saint-Emilion,None,None,91.5,46.0
Saint-Emilion,94.0,94.0,94.0,157.0
Margaux,89.0,None,89.0,126.0
Pomerol,93.0,93.0,93.0,69.0
Castillon Côtes de Bordeaux,91.0,91.0,91.0,20.17
Saint-Emilion,92.0,92.0,None,176.83
Margaux,93.0,93.0,93.0,71.67
Pomerol,86.0,86.0,86.0,99.0
Saint-Emilion,89.0,89.0,89.0,290.0
Pauillac,91.0,91.0,91.0,99.0
Pessac-Léognan,94.0,94.0,94.0,1680.0
Saint-Julien,90.0,90.0,90.0,63.0
Pessac-Léognan,90.0,90.0,90.0,49.0
Margaux,93.0,93.0,93.0,94.0
Castillon Côtes de Bordeaux,92.0,None,92.0,33.0
Saint-Emilion,91.0,91.0,91.0,195.0
Saint-Emilion,92.0,92.0,92.0,156.0
Pomerol,90.0,90.0,90.0,50.0
Saint-Estèphe,91.0,91.0,91.0,25.0
Margaux,90.0,90.0,90.0,81.0
Saint-Emilion,None,None,94.5,131.0
Pomerol,95.0,95.0,95.0,265.0
Pessac-Léognan,90.0,90.0,90.0,142.8
Saint-Emilion,94.0,94.0,94.0,210.0
Pomerol,85.0,85.0,85.0,49.0
Saint-Emilion,95.5,95.5,95.5,378.17
Saint-Emilion,94.0,94.0,94.0,240.0
Margaux,93.0,93.0,93.0,261.0
Saint-Emilion,None,16.0,16.0,34.0
Moulis,None,16.0,16.0,100.8
Saint-Emilion,94.0,94.0,94.0,230.0
Pomerol,87.0,87.0,87.0,58.25
Bordeaux,None,None,89.5,37.8
Pomerol,95.0,95.0,95.0,330.0
Barsac,91.0,91.0,None,99.83
Saint-Emilion,95.0,95.0,95.0,765.0
Haut-Médoc,88.0,88.0,88.0,29.0
Saint-Emilion,98.0,98.0,98.0,1050.0
Saint-Emilion,92.0,92.0,92.0,243.33
Pomerol,90.0,90.0,90.0,41.0
Pomerol,93.0,93.0,93.0,75.0
Saint-Emilion,98.0,98.0,98.0,1050.0
Saint-Estèphe,97.0,97.0,97.0,195.0
Saint-Emilion,99.0,99.0,99.0,1050.0
Pauillac,95.0,95.0,95.0,129.0
Pauillac,92.0,92.0,92.0,350.0
Pessac-Léognan,92.0,92.0,92.0,124.0
Saint-Emilion,92.0,92.0,92.0,199.0
Pessac-Léognan,93.0,None,None,294.0
Sauternes,92.0,92.0,92.0,43.0
Margaux,87.0,87.0,87.0,132.0
Saint-Estèphe,93.0,93.0,93.0,59.0
Saint-Emilion,100.0,100.0,100.0,1096.67
Saint-Emilion,99.0,99.0,99.0,1053.33
Pessac-Léognan,91.0,91.0,91.0,224.7
Saint-Emilion,89.0,None,89.0,460.0
Saint-Emilion,92.0,92.0,None,870.0
Saint-Emilion,93.0,None,93.0,45.75
Saint-Emilion,93.0,93.0,None,1065.0
Saint-Julien,None,15.5,15.5,60.0
Saint-Emilion,91.0,91.0,91.0,175.0
Saint-Emilion,89.5,89.5,89.5,168.33
Fronsac,None,16.0,16.0,25.33
Saint-Emilion,95.0,95.0,95.0,765.0
Pauillac,88.0,88.0,88.0,38.5
Pessac-Léognan,91.0,91.0,91.0,65.83
Saint-Emilion,97.0,97.0,97.0,375.0
Bordeaux Blancs Secs,91.0,91.0,91.0,160.0
Pessac-Léognan,100.0,100.0,100.0,396.0
Barsac,87.0,None,None,61.33
Pauillac,88.0,88.0,88.0,156.0
Haut-Médoc,87.0,None,87.0,88.2
Saint-Emilion,91.5,91.5,91.5,1260.0
Pauillac,91.0,91.0,91.0,40.0
Pomerol,89.0,None,89.0,59.0
Saint-Julien,91.0,None,91.0,61.17
Canon-Fronsac,91.0,None,91.0,26.0
Pessac-Léognan,88.0,88.0,88.0,21.0
Pessac-Léognan,99.0,99.0,99.0,608.5
Sauternes,94.0,94.0,94.0,51.83
Vin de France,None,None,None,195.0
Listrac,None,15.0,15.0,15.0
Pauillac,89.0,89.0,89.0,240.0
Pessac-Léognan,91.0,91.0,91.0,29.5
Margaux,89.0,89.0,89.0,34.5
Pessac-Léognan,None,None,None,48.0
Pessac-Léognan,87.0,87.0,87.0,24.0
Saint-Emilion,None,None,94.5,120.0
Pomerol,95.0,95.0,95.0,225.0
Pomerol,94.0,94.0,94.0,305.67
Graves,None,15.5,15.5,16.0
Saint-Emilion,None,None,None,13.0
Saint-Emilion,93.0,93.0,93.0,96.0
Sauternes,None,None,None,107.92
Barsac,91.0,91.0,None,54.0
Pomerol,90.0,90.0,90.0,67.67
Margaux,None,16.0,16.0,41.17
Haut-Médoc,None,16.5,16.5,12.5
Pomerol,82.0,None,82.0,30.0
Haut-Médoc,89.0,89.0,89.0,32.0
Sauternes,93.0,93.0,None,40.0
Pessac-Léognan,86.0,86.0,86.0,135.0
Pessac-Léognan,89.0,None,89.0,23.5
Pomerol,None,15.0,15.0,29.0
Haut-Médoc,89.0,89.0,None,129.0
Pessac-Léognan,89.5,None,89.5,126.0
Saint-Emilion,95.0,None,95.0,71.0
Saint-Emilion,91.0,91.0,None,505.0
Pessac-Léognan,None,16.5,16.5,33.0
Barsac,96.0,96.0,96.0,54.0
Margaux,94.0,94.0,94.0,65.83
Saint-Emilion,92.0,92.0,92.0,42.0
Pauillac,None,16.0,16.0,27.0
Saint-Emilion,None,16.0,16.0,39.0
Saint-Julien,96.0,96.0,96.0,80.0
Pessac-Léognan,90.0,None,None,193.2
Saint-Georges-Saint-Emilion,87.0,None,87.0,25.83
Pomerol,92.0,92.0,92.0,840.0
Margaux,99.0,99.0,99.0,1850.0
Margaux,91.0,91.0,91.0,82.0
Saint-Emilion,94.0,94.0,94.0,140.0
Haut-Médoc,89.0,89.0,89.0,113.4
Pomerol,None,None,None,51.0
Listrac,None,16.0,16.0,23.5
Pessac-Léognan,95.0,95.0,95.0,131.0
Saint-Estèphe,None,None,92.0,22.0
Pauillac,98.0,98.0,98.0,597.83
Francs Côtes de Bordeaux,89.0,89.0,89.0,21.33
Saint-Emilion,97.0,None,97.0,157.33
Sauternes,90.0,90.0,None,45.0
Moulis,90.0,90.0,90.0,39.0
Saint-Emilion,94.0,None,94.0,49.0
Saint-Emilion,88.0,None,88.0,90.0
Saint-Emilion,96.0,96.0,96.0,720.0
Saint-Julien,90.0,90.0,None,180.0
Pessac-Léognan,91.0,None,91.0,28.5
Saint-Estèphe,90.0,90.0,90.0,34.0
Saint-Emilion,96.0,96.0,96.0,180.0
Saint-Emilion,94.0,94.0,94.0,73.33
Médoc,None,15.0,None,29.5
Saint-Emilion,None,16.5,16.5,42.0
Saint-Estèphe,91.0,91.0,91.0,51.0
Margaux,95.0,95.0,95.0,680.0
Lalande de Pomerol,91.0,91.0,91.0,105.0
Saint-Emilion,96.0,96.0,96.0,150.0
Pauillac,92.0,92.0,92.0,230.0
Moulis,None,15.0,15.0,99.48
Margaux,87.0,87.0,87.0,79.0
Pauillac,None,None,None,42.5
Pessac-Léognan,90.0,90.0,90.0,145.0
Pomerol,91.0,91.0,91.0,102.0
Castillon Côtes de Bordeaux,92.0,92.0,92.0,19.33
Pomerol,99.0,99.0,99.0,275.0
Saint-Emilion,92.0,92.0,92.0,124.0
Médoc,88.0,88.0,88.0,31.17
Pomerol,92.0,92.0,92.0,99.0
Puisseguin-Saint-Emilion,89.0,89.0,89.0,35.0
Saint-Emilion,95.0,95.0,95.0,109.0
Pomerol,None,None,None,139.0
Saint-Julien,None,16.5,16.5,43.0
Pomerol,None,None,91.5,30.0
Saint-Emilion,93.0,93.0,93.0,175.0
Saint-Estèphe,None,16.5,16.5,201.6
Saint-Emilion,91.0,91.0,91.0,73.33
Margaux,93.0,93.0,93.0,226.0
Pomerol,None,None,None,59.0
Sauternes,97.0,97.0,None,81.0
Pessac-Léognan,92.0,92.0,92.0,29.08
Pauillac,90.0,90.0,90.0,41.67
Saint-Emilion,None,16.0,16.0,145.8
Pauillac,96.0,96.0,96.0,1066.67
Pessac-Léognan,94.0,94.0,94.0,710.0
Margaux,None,None,None,65.83
Bordeaux Blancs Secs,None,None,None,28.5
Pessac-Léognan,91.0,91.0,91.0,49.0
Pomerol,None,None,None,175.0
Saint-Emilion,90.0,90.0,90.0,118.0
Bordeaux Blancs Secs,91.0,91.0,91.0,48.0
Sauternes,None,None,None,21.0
Saint-Emilion,None,None,None,331.67
Pomerol,94.0,94.0,94.0,224.0
Sauternes,92.0,92.0,92.0,40.0
Saint-Estèphe,85.0,85.0,None,49.0
Pomerol,88.0,88.0,88.0,99.0
Saint-Emilion,94.0,94.0,None,265.02
Saint-Emilion,None,None,91.5,40.0
Castillon Côtes de Bordeaux,89.0,None,None,29.0
Haut-Médoc,None,None,92.5,15.75
Pomerol,99.0,99.0,99.0,680.0
Sauternes,93.0,93.0,93.0,57.5
Saint-Emilion,92.0,92.0,92.0,196.0
Pauillac,95.0,95.0,95.0,414.0
Pauillac,93.0,93.0,93.0,81.17
Saint-Emilion,91.0,None,91.0,19.83
Pomerol,None,None,93.5,264.0
Saint-Emilion,95.0,95.0,95.0,55.17
Margaux,91.0,91.0,91.0,150.0
Pessac-Léognan,91.0,91.0,91.0,101.0
Sauternes,95.0,95.0,None,60.0
Saint-Estèphe,90.0,90.0,90.0,117.6
Saint-Emilion,100.0,100.0,100.0,499.0
None,None,None,None,416.82
Pessac-Léognan,95.0,95.0,95.0,198.33
Saint-Julien,87.0,87.0,87.0,123.6
Saint-Emilion,91.0,91.0,91.0,63.0
Saint-Emilion,96.0,96.0,96.0,120.0
Bordeaux Blancs Secs,94.0,94.0,94.0,350.0
Saint-Julien,None,None,None,244.0
Pauillac,93.0,93.0,93.0,55.0
Saint-Emilion,87.0,87.0,87.0,33.0
Margaux,93.0,93.0,93.0,83.0
Pauillac,91.0,91.0,91.0,42.0
Pessac-Léognan,89.0,None,None,28.0
Pomerol,98.0,98.0,98.0,380.0
Saint-Emilion,92.0,None,92.0,37.5
Sauternes,95.0,95.0,None,60.0
Saint-Emilion,92.0,92.0,92.0,50.0
Graves,None,None,None,3900.0
Saint-Estèphe,90.0,90.0,90.0,26.0
Saint-Emilion,93.0,None,93.0,300.0
Moulis,89.0,None,89.0,71.67
Pomerol,98.0,98.0,98.0,290.0
Sauternes,91.0,91.0,None,34.0
Pomerol,None,None,90.5,149.0
Pomerol,None,None,95.0,99.0
Saint-Julien,None,16.5,16.5,199.5
Saint-Emilion,93.0,93.0,93.0,267.0
Pomerol,92.0,None,92.0,108.0
Margaux,94.0,94.0,94.0,49.0
Pomerol,92.0,92.0,92.0,39.5
Saint-Estèphe,91.0,91.0,91.0,40.0
Saint-Emilion,97.0,97.0,97.0,166.0
Saint-Emilion,93.0,93.0,93.0,44.0
Saint-Julien,None,None,None,28.0
Saint-Emilion,None,None,None,129.0
Fronsac,89.0,None,89.0,14.5
Saint-Emilion,None,16.5,16.5,83.0
Sauternes,None,None,None,30.5
Saint-Emilion,91.0,91.0,91.0,40.0
Pessac-Léognan,93.0,93.0,93.0,355.0
Pessac-Léognan,98.0,98.0,98.0,180.0
Saint-Emilion,None,None,None,54.83
Pessac-Léognan,89.0,None,None,132.0
Haut-Médoc,None,None,None,69.6
None,None,None,None,354.0
Sauternes,95.0,95.0,None,86.0
Fronsac,None,None,91.5,21.5
Pomerol,88.0,None,88.0,37.0
Sauternes,94.0,94.0,None,60.0
Sauternes,92.5,92.5,None,60.0
Margaux,89.0,89.0,None,340.0
Saint-Emilion,85.5,None,85.5,35.0
Saint-Julien,94.0,94.0,None,190.0
Pessac-Léognan,93.0,93.0,None,495.6
Sauternes,93.0,93.0,93.0,61.0
Saint-Emilion,92.0,92.0,92.0,52.42
Saint-Julien,93.5,93.5,93.5,90.0
Pomerol,98.0,98.0,98.0,425.0
Saint-Emilion,94.0,94.0,94.0,117.0
Pessac-Léognan,90.0,None,90.0,24.0
Margaux,97.0,97.0,97.0,890.0
Saint-Emilion,94.0,94.0,94.0,53.0
Sauternes,93.0,None,None,81.0
Saint-Emilion,93.0,93.0,93.0,76.0
Barsac,94.0,94.0,None,59.0
Saint-Emilion,92.0,92.0,92.0,51.5
Pomerol,83.0,83.0,83.0,59.0
Saint-Julien,98.0,98.0,98.0,450.0
Haut-Médoc,None,None,None,17.33
Sauternes,95.0,None,None,96.0
Lalande de Pomerol,None,None,91.0,22.0
Saint-Estèphe,87.0,87.0,87.0,111.0
Saint-Estèphe,94.0,94.0,94.0,398.0
Margaux,94.0,94.0,94.0,710.0
Saint-Julien,91.0,91.0,91.0,37.0
Sauternes,95.0,95.0,95.0,410.0
Saint-Estèphe,88.0,88.0,88.0,27.5
Margaux,94.0,94.0,None,790.0
Margaux,93.0,93.0,93.0,49.5
Saint-Emilion,None,16.0,16.0,36.42
Pessac-Léognan,97.0,97.0,97.0,305.0
Pessac-Léognan,90.0,90.0,90.0,264.0
Saint-Emilion,95.0,95.0,95.0,320.0
Pauillac,90.0,90.0,90.0,52.0
Margaux,92.0,92.0,None,680.0
Saint-Emilion,93.0,93.0,93.0,99.0
Haut-Médoc,89.0,89.0,89.0,14.5
Margaux,93.0,93.0,93.0,680.0
Margaux,95.0,95.0,None,690.0
Margaux,None,None,None,600.0
Vin de France,None,None,None,28.0
Saint-Emilion,100.0,100.0,100.0,1390.0
Pessac-Léognan,86.0,86.0,86.0,25.0
Margaux,94.0,94.0,None,390.0
Barsac,97.0,97.0,None,145.67
Saint-Emilion,None,None,None,62.0
Saint-Estèphe,86.0,86.0,86.0,81.0
Pauillac,93.0,93.0,93.0,87.33
Pessac-Léognan,92.0,92.0,92.0,150.0
Pessac-Léognan,96.0,96.0,96.0,48.33
Fronsac,86.0,None,None,19.0
Saint-Estèphe,98.0,98.0,98.0,460.0
Margaux,89.0,89.0,89.0,30.08
Pessac-Léognan,None,None,None,145.83
Saint-Emilion,None,None,None,600.0
Pomerol,None,16.0,16.0,35.0
Pauillac,98.0,98.0,98.0,1100.0
Saint-Emilion,90.0,90.0,90.0,25.0
Saint-Julien,None,None,91.5,193.2
Margaux,None,None,None,400.33
Saint-Emilion,93.0,93.0,93.0,40.0
Lalande de Pomerol,91.0,None,91.0,18.75
Haut-Médoc,None,None,87.0,28.0
Saint-Emilion,None,None,94.5,361.2
Pomerol,96.0,96.0,96.0,620.0
Saint-Emilion,94.0,94.0,94.0,150.0
Pessac-Léognan,93.0,93.0,93.0,106.0
Margaux,97.0,97.0,97.0,969.0
Pauillac,93.0,93.0,93.0,380.0
Margaux,100.0,100.0,None,1540.0
Margaux,None,None,None,46.0
Haut-Médoc,None,None,93.0,20.83
Listrac,88.5,88.5,88.5,72.48
Saint-Julien,96.0,96.0,96.0,535.0
Pomerol,90.0,90.0,90.0,34.0
Bordeaux Blancs Secs,91.0,None,91.0,45.0
Pomerol,None,None,None,54.0
Saint-Julien,100.0,100.0,100.0,470.0
Pomerol,91.0,91.0,91.0,279.0
Castillon Côtes de Bordeaux,88.0,88.0,88.0,96.0
Barsac,None,16.5,None,195.0
Barsac,94.0,94.0,94.0,45.0
Saint-Estèphe,93.0,93.0,93.0,437.0
Barsac,91.0,91.0,None,61.33
Barsac,93.0,93.0,None,81.0
Pessac-Léognan,88.0,88.0,88.0,68.0
Barsac,94.0,94.0,94.0,45.0
Saint-Estèphe,93.0,93.0,93.0,49.0
Saint-Emilion,99.0,99.0,99.0,595.0
Castillon Côtes de Bordeaux,91.0,91.0,91.0,30.0
Sauternes,88.0,88.0,None,81.0
Pauillac,92.0,92.0,92.0,630.0
Margaux,None,16.0,16.0,129.6
Haut-Médoc,88.5,88.5,88.5,25.0
Saint-Julien,94.0,94.0,94.0,102.0
Haut-Médoc,90.0,90.0,90.0,42.0
Saint-Emilion,None,16.0,16.0,123.9
Pomerol,96.0,96.0,96.0,395.0
Sauternes,None,17.0,17.0,425.0
Saint-Emilion,93.0,93.0,93.0,135.0
Saint-Emilion,94.0,94.0,94.0,420.0
Saint-Julien,91.0,91.0,91.0,99.0
Margaux,96.5,96.5,96.5,349.5
Pomerol,93.0,93.0,93.0,95.0
Pomerol,92.0,92.0,92.0,77.0
Médoc,89.0,89.0,89.0,29.17
Saint-Emilion,93.0,93.0,93.0,36.92
Saint-Emilion,95.0,None,95.0,58.25
Haut-Médoc,86.0,86.0,None,14.2
Pauillac,95.0,95.0,95.0,485.5
Pessac-Léognan,95.0,95.0,95.0,675.0
Saint-Emilion,92.0,92.0,92.0,475.0
Pauillac,None,16.0,16.0,35.0
Pauillac,None,16.5,None,28.0
Margaux,91.0,91.0,91.0,299.0
Saint-Emilion,None,None,None,129.0
Saint-Emilion,89.0,89.0,89.0,378.0
Margaux,92.0,92.0,92.0,38.67
Saint-Emilion,93.0,93.0,93.0,58.0
Bordeaux Blancs Secs,88.0,None,None,41.67
Saint-Emilion,92.0,None,92.0,31.0
Pauillac,90.0,90.0,90.0,322.2
Côtes de Bourg,92.0,92.0,None,106.0
Sauternes,None,17.5,17.5,58.67
Saint-Emilion,None,None,None,26.5
Puisseguin-Saint-Emilion,90.0,90.0,90.0,50.0
Pauillac,88.0,88.0,88.0,42.0
Saint-Julien,93.0,93.0,93.0,43.5
Margaux,90.0,90.0,90.0,294.0
Sauternes,93.0,93.0,93.0,385.0
Margaux,None,15.5,15.5,150.0
Montagne-Saint-Emilion,None,None,89.5,11.25
Margaux,None,15.0,15.0,31.17
Margaux,None,None,94.0,23.0
Bordeaux Blancs Secs,90.0,90.0,None,153.0
Saint-Emilion,90.0,None,None,641.0
Côtes de Bourg,93.0,93.0,None,99.0
Saint-Emilion,94.0,94.0,94.0,650.0
Barsac,95.0,95.0,95.0,43.0
Saint-Emilion,87.0,None,None,714.0
Margaux,87.0,87.0,87.0,36.0
Haut-Médoc,86.0,86.0,86.0,16.67
Saint-Emilion,93.0,None,93.0,65.0
Saint-Emilion,95.0,95.0,95.0,990.0
Saint-Julien,90.0,90.0,90.0,79.3
Pessac-Léognan,94.0,94.0,94.0,675.0
Moulis,88.0,88.0,88.0,32.0
Saint-Emilion,88.0,None,88.0,38.2
Saint-Emilion,93.0,93.0,93.0,50.0
Pomerol,91.0,None,91.0,33.0
Pauillac,None,17.0,17.0,39.0
Haut-Médoc,None,16.5,None,23.83
Côtes de Bourg,93.0,93.0,None,107.0
Barsac,94.0,94.0,94.0,40.0
Saint-Emilion,None,None,None,35.0
Saint-Emilion,None,None,90.0,33.0
Pomerol,89.0,89.0,89.0,42.0
Pessac-Léognan,98.0,98.0,None,450.0
Saint-Emilion,100.0,100.0,100.0,1050.0
Saint-Emilion,92.0,92.0,None,469.0
Margaux,95.0,95.0,None,990.0
Bordeaux Blancs Secs,None,17.0,None,146.67
Pomerol,100.0,None,100.0,375.0
Haut-Médoc,88.0,88.0,88.0,33.0
Pessac-Léognan,None,15.5,15.5,30.0
Pessac-Léognan,55.0,55.0,None,245.0
Saint-Julien,93.0,93.0,93.0,78.0
Pessac-Léognan,None,16.5,16.5,41.0
Pessac-Léognan,87.0,87.0,87.0,151.2
Saint-Julien,None,None,None,800.0
Margaux,95.0,95.0,95.0,85.0
Castillon Côtes de Bordeaux,90.0,90.0,None,93.0
Saint-Emilion,91.5,91.5,91.5,395.0
Saint-Emilion,92.0,92.0,92.0,35.0
Saint-Emilion,95.0,None,95.0,145.0
Pomerol,None,None,None,85.0
Pauillac,None,16.0,16.0,138.0
Haut-Médoc,87.0,None,87.0,94.98
Pomerol,None,None,None,24.0
Saint-Julien,90.0,90.0,90.0,105.0
Saint-Emilion,97.0,97.0,None,323.0
Pessac-Léognan,90.0,None,90.0,34.0
Saint-Estèphe,93.0,93.0,93.0,460.0
Pomerol,None,15.5,15.5,69.0
Margaux,90.0,90.0,90.0,56.0
Pessac-Léognan,90.0,90.0,90.0,35.5
Pauillac,94.0,94.0,94.0,166.0
Saint-Emilion,None,None,90.0,49.0
Saint-Estèphe,100.0,100.0,100.0,250.0
Pomerol,91.0,None,91.0,66.0
Lalande de Pomerol,None,None,None,88.2
Pomerol,90.0,90.0,90.0,44.0
Margaux,99.0,99.0,99.0,1690.0
Saint-Estèphe,86.0,86.0,86.0,123.78
Saint-Julien,93.0,93.0,93.0,59.0
Saint-Emilion,91.0,91.0,91.0,32.0
Castillon Côtes de Bordeaux,92.0,92.0,92.0,110.0
Saint-Emilion,90.0,90.0,90.0,189.0
Bordeaux Supérieur,None,None,88.5,52.08
Saint-Emilion,96.0,96.0,None,323.0
Pomerol,89.0,89.0,89.0,46.0
Pessac-Léognan,90.0,90.0,90.0,366.66
Saint-Emilion,None,15.5,15.5,138.6
Saint-Emilion,96.0,96.0,None,359.0
Saint-Estèphe,94.0,94.0,94.0,530.0
Sauternes,98.0,98.0,98.0,535.0
Médoc,88.0,88.0,88.0,17.5
Pessac-Léognan,94.0,94.0,94.0,610.0
Bordeaux,None,16.0,None,89.0
Saint-Julien,90.0,90.0,90.0,33.0
Saint-Emilion,None,16.0,16.0,51.92
Sauternes,None,None,None,98.28
Saint-Emilion,90.0,None,90.0,36.92
Pauillac,96.0,96.0,96.0,175.0
Pauillac,100.0,100.0,100.0,1275.0
Saint-Emilion,91.0,None,91.0,59.0
Saint-Estèphe,89.0,89.0,89.0,44.0
Pomerol,90.0,None,90.0,42.0
Saint-Emilion,97.0,97.0,None,532.0
Pauillac,92.0,92.0,92.0,37.5
Saint-Emilion,None,None,None,210.0
Sauternes,None,None,None,30.0
Pessac-Léognan,95.0,95.0,95.0,175.0
Moulis,91.0,91.0,91.0,54.08
Saint-Emilion,99.0,99.0,99.0,370.0
Pomerol,92.0,None,92.0,70.0
Montagne-Saint-Emilion,None,None,91.5,20.67
Fronsac,None,None,94.0,26.0
Pauillac,94.0,94.0,94.0,1310.0
Saint-Emilion,None,None,None,61.0
Saint-Emilion,93.0,None,93.0,106.0
Saint-Emilion,95.0,95.0,95.0,114.0
Saint-Estèphe,89.0,89.0,89.0,455.0
Pauillac,98.0,98.0,98.0,175.0
Saint-Emilion,99.0,99.0,99.0,550.0
Haut-Médoc,87.0,None,87.0,18.5
Médoc,90.0,90.0,90.0,22.0
Saint-Emilion,92.0,92.0,92.0,99.0
Pessac-Léognan,98.0,98.0,98.0,591.83
Saint-Estèphe,None,None,90.5,84.0
Sauternes,88.0,88.0,88.0,38.5
Pomerol,None,None,None,250.0
Moulis,91.0,91.0,91.0,39.5
Margaux,None,None,None,19.0
Pauillac,86.5,86.5,86.5,184.8
Moulis,88.0,88.0,88.0,38.0
Côtes de Bourg,92.0,92.0,None,86.0
Pessac-Léognan,92.0,92.0,92.0,32.0
Margaux,90.0,90.0,90.0,28.08
Pauillac,95.0,95.0,95.0,110.0
Pauillac,95.0,95.0,95.0,799.0
Saint-Julien,94.0,94.0,94.0,420.0
Castillon Côtes de Bordeaux,90.0,90.0,90.0,18.67
Saint-Julien,95.0,95.0,95.0,375.0
Saint-Julien,95.0,95.0,95.0,71.0
Pauillac,None,15.5,None,27.0
Saint-Julien,91.0,91.0,None,460.0
Pomerol,89.0,None,89.0,49.0
Pomerol,None,None,None,58.83
Sauternes,None,16.5,16.5,37.5
Haut-Médoc,92.0,None,92.0,18.67
Saint-Emilion,93.0,93.0,None,89.0
Bordeaux Blancs Secs,87.5,None,None,184.8
Saint-Emilion,94.0,94.0,94.0,130.0
Margaux,None,None,None,21.67
Pomerol,92.0,92.0,92.0,110.0
Haut-Médoc,90.0,None,None,12.0
Pauillac,86.0,86.0,None,34.33
Saint-Estèphe,None,None,86.0,18.5
Margaux,None,None,87.0,62.5
Pomerol,91.0,91.0,91.0,36.42
Saint-Emilion,None,15.0,15.0,37.5
Saint-Estèphe,92.0,92.0,92.0,48.0
Pessac-Léognan,91.0,91.0,91.0,46.0
Saint-Julien,91.0,91.0,91.0,31.0
Margaux,87.5,87.5,87.5,89.0
Saint-Julien,95.0,95.0,95.0,59.0
Moulis,79.0,79.0,79.0,29.08
Haut-Médoc,81.5,None,81.5,140.4
Saint-Emilion,97.0,97.0,None,312.0
None,None,None,None,778.33
Saint-Emilion,91.0,91.0,91.0,40.58
Saint-Julien,97.0,97.0,97.0,190.0
Bordeaux,91.0,None,None,65.0
Saint-Emilion,92.0,None,92.0,54.0
Pauillac,92.0,92.0,92.0,330.0
Canon-Fronsac,86.0,None,86.0,19.17
Margaux,None,15.5,15.5,45.0
Pomerol,None,None,None,142.0
Saint-Emilion,None,16.5,16.5,39.0
Pessac-Léognan,95.0,95.0,95.0,140.0
Pomerol,94.0,94.0,94.0,78.0
Haut-Médoc,89.0,89.0,89.0,39.0
Saint-Emilion,86.0,86.0,86.0,42.0
Saint-Emilion,89.0,89.0,None,369.0
Pomerol,92.0,92.0,92.0,83.0
Haut-Médoc,87.0,87.0,87.0,37.0
Saint-Emilion,92.0,None,92.0,42.17
Saint-Estèphe,None,None,None,436.0
Médoc,83.0,None,None,190.0
Pomerol,93.0,None,93.0,71.75
Saint-Emilion,87.5,87.5,None,394.0
Pomerol,90.0,90.0,90.0,38.0
Saint-Emilion,94.0,94.0,None,389.0
Margaux,86.0,86.0,86.0,39.0
Pessac-Léognan,92.0,92.0,92.0,69.0
Saint-Emilion,None,17.0,None,404.0
Bordeaux Blancs Secs,None,None,None,135.0
Saint-Emilion,87.0,87.0,None,333.0
Haut-Médoc,87.0,87.0,87.0,28.0
Bordeaux,92.0,92.0,None,89.0
Saint-Emilion,89.0,89.0,89.0,62.0
Bordeaux,89.0,89.0,None,72.0
Margaux,90.0,90.0,90.0,295.0
Bordeaux Blancs Secs,None,None,None,27.33
Pomerol,93.0,93.0,93.0,88.0
Saint-Emilion,92.0,92.0,92.0,41.0
Pomerol,84.0,None,84.0,31.6
Saint-Julien,97.0,97.0,None,1050.0
Saint-Emilion,94.0,94.0,None,298.0
Margaux,92.0,92.0,92.0,42.0
Pessac-Léognan,94.0,94.0,94.0,369.17
Margaux,None,16.5,16.5,39.0
Pauillac,100.0,100.0,100.0,1140.0
Saint-Julien,95.0,95.0,None,440.0
Côtes de Bourg,88.0,88.0,None,188.0
Côtes de Bourg,91.0,91.0,None,107.0
Pessac-Léognan,91.0,91.0,91.0,436.8
Saint-Emilion,None,18.0,None,332.0
Sauternes,94.0,94.0,94.0,57.17
Pauillac,96.0,96.0,None,1220.0
Saint-Estèphe,92.0,92.0,92.0,40.0
Margaux,88.0,88.0,88.0,48.0
Haut-Médoc,None,None,None,20.5
Saint-Emilion,95.0,95.0,95.0,122.0
Saint-Emilion,None,None,94.5,36.0
Margaux,None,None,None,100.0
Saint-Julien,95.0,95.0,95.0,124.17
Pomerol,91.0,91.0,91.0,52.0
Saint-Emilion,None,14.5,None,34.0
Saint-Estèphe,None,None,None,186.0
Saint-Emilion,92.0,92.0,None,268.0
Saint-Estèphe,91.0,91.0,91.0,31.0
Pomerol,94.0,94.0,94.0,95.0
Pomerol,90.0,90.0,90.0,315.0
Margaux,89.0,89.0,89.0,31.5
Pomerol,92.0,92.0,92.0,69.83
Castillon Côtes de Bordeaux,92.0,None,92.0,28.0
Pessac-Léognan,None,16.5,None,150.0
